GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0009432,SOS response,30,21,0.3,1e-30,0
GO:0031668,cellular response to extracellular stimu...,74,21,0.73,4.3e-29,0
GO:0071496,cellular response to external stimulus,74,21,0.73,4.3e-29,0
GO:0009991,response to extracellular stimulus,109,21,1.07,4e-25,0
GO:0007154,cell communication,165,21,1.62,4.3e-21,0
GO:0006281,DNA repair,95,18,0.94,7e-21,0
GO:0009605,response to external stimulus,171,21,1.68,9.4e-21,0
GO:0006974,DNA damage response,262,23,2.58,7.9e-20,0
GO:0006259,DNA metabolic process,200,21,1.97,2.8e-19,0
GO:0033554,cellular response to stress,381,23,3.75,4.6e-16,0
GO:0051716,cellular response to stimulus,522,23,5.14,5.6e-13,0
GO:0006950,response to stress,527,23,5.19,6.9e-13,0
GO:0090304,nucleic acid metabolic process,625,21,6.15,4.1e-09,0
GO:0006310,DNA recombination,62,8,0.61,7.4e-08,0
GO:0050896,response to stimulus,909,23,8.95,9e-08,0
GO:0019985,translesion synthesis,6,4,0.06,1.1e-07,0
GO:0006301,postreplication repair,8,4,0.08,5.2e-07,1e-04
GO:0006139,nucleobase-containing compound metabolic...,825,21,8.12,7.7e-07,1e-04
GO:0071897,DNA biosynthetic process,21,5,0.21,1.2e-06,2e-04
GO:0000731,DNA synthesis involved in DNA repair,10,4,0.1,1.5e-06,2e-04
GO:0046483,heterocycle metabolic process,945,21,9.3,9e-06,0.0012
GO:0006725,cellular aromatic compound metabolic pro...,956,21,9.41,1.1e-05,0.0014
GO:0000725,recombinational repair,17,4,0.17,1.7e-05,0.0021
GO:0009314,response to radiation,90,7,0.89,1.8e-05,0.0022
GO:1901360,organic cyclic compound metabolic proces...,992,21,9.77,2.1e-05,0.0024
GO:0034641,cellular nitrogen compound metabolic pro...,1044,21,10.28,5.1e-05,0.0057
GO:0051276,chromosome organization,49,5,0.48,9.1e-05,0.0085
GO:0043170,macromolecule metabolic process,1081,21,10.64,9.2e-05,0.0085
GO:2000241,regulation of reproductive process,2,2,0.02,9.4e-05,0.0085
GO:2000242,negative regulation of reproductive proc...,2,2,0.02,9.4e-05,0.0085
GO:2000244,regulation of FtsZ-dependent cytokinesis,2,2,0.02,9.4e-05,0.0085
GO:2000245,negative regulation of FtsZ-dependent cy...,2,2,0.02,9.4e-05,0.0085
GO:0000715,nucleotide-excision repair, DNA damage r...,3,2,0.03,0.00028,0.0202
GO:0006294,nucleotide-excision repair, preincision ...,3,2,0.03,0.00028,0.0202
GO:0010948,negative regulation of cell cycle proces...,3,2,0.03,0.00028,0.0202
GO:0032465,regulation of cytokinesis,3,2,0.03,0.00028,0.0202
GO:0032466,negative regulation of cytokinesis,3,2,0.03,0.00028,0.0202
GO:0042276,error-prone translesion synthesis,3,2,0.03,0.00028,0.0202
GO:0045786,negative regulation of cell cycle,3,2,0.03,0.00028,0.0202
GO:0065004,protein-DNA complex assembly,3,2,0.03,0.00028,0.0202
GO:0010564,regulation of cell cycle process,6,2,0.06,0.00137,0.0942
GO:0051726,regulation of cell cycle,6,2,0.06,0.00137,0.0942
GO:0032392,DNA geometric change,24,3,0.24,0.00151,0.0991
GO:0032508,DNA duplex unwinding,24,3,0.24,0.00151,0.0991
GO:0051782,negative regulation of cell division,7,2,0.07,0.00191,0.118
GO:0071824,protein-DNA complex organization,7,2,0.07,0.00191,0.118
GO:0010212,response to ionizing radiation,26,3,0.26,0.00192,0.118
GO:0006289,nucleotide-excision repair,8,2,0.08,0.00253,0.1523
GO:0071103,DNA conformation change,31,3,0.31,0.0032,0.1887
GO:0006820,monoatomic anion transport,13,2,0.13,0.00683,0.3869
