GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0045226,extracellular polysaccharide biosyntheti...,24,2,0.1,0.0040,1
GO:0046379,extracellular polysaccharide metabolic p...,24,2,0.1,0.0040,1
GO:0030245,cellulose catabolic process,1,1,0,0.0041,1
GO:0051275,beta-glucan catabolic process,1,1,0,0.0041,1
GO:0005976,polysaccharide metabolic process,98,3,0.4,0.0063,1
GO:0009399,nitrogen fixation,2,1,0.01,0.0081,1
GO:0010959,regulation of metal ion transport,2,1,0.01,0.0081,1
GO:0034767,positive regulation of monoatomic ion tr...,2,1,0.01,0.0081,1
GO:0043266,regulation of potassium ion transport,2,1,0.01,0.0081,1
GO:0043268,positive regulation of potassium ion tra...,2,1,0.01,0.0081,1
GO:0043270,positive regulation of monoatomic ion tr...,2,1,0.01,0.0081,1
GO:1901379,regulation of potassium ion transmembran...,2,1,0.01,0.0081,1
GO:1901381,positive regulation of potassium ion tra...,2,1,0.01,0.0081,1
GO:1904062,regulation of monoatomic cation transmem...,2,1,0.01,0.0081,1
GO:1904064,positive regulation of cation transmembr...,2,1,0.01,0.0081,1
GO:0009407,toxin catabolic process,3,1,0.01,0.0122,1
GO:0034764,positive regulation of transmembrane tra...,3,1,0.01,0.0122,1
GO:0034765,regulation of monoatomic ion transmembra...,3,1,0.01,0.0122,1
GO:0043269,regulation of monoatomic ion transport,3,1,0.01,0.0122,1
GO:0051050,positive regulation of transport,3,1,0.01,0.0122,1
GO:0006808,regulation of nitrogen utilization,4,1,0.02,0.0162,1
GO:0061720,6-sulfoquinovose(1-) catabolic process t...,5,1,0.02,0.0202,1
GO:1902652,secondary alcohol metabolic process,5,1,0.02,0.0202,1
GO:0009404,toxin metabolic process,6,1,0.02,0.0242,1
GO:0032104,regulation of response to extracellular ...,6,1,0.02,0.0242,1
GO:0032107,regulation of response to nutrient level...,6,1,0.02,0.0242,1
GO:1902776,6-sulfoquinovose(1-) metabolic process,6,1,0.02,0.0242,1
GO:1902777,6-sulfoquinovose(1-) catabolic process,6,1,0.02,0.0242,1
GO:0019700,organic phosphonate catabolic process,8,1,0.03,0.0322,1
GO:0030243,cellulose metabolic process,8,1,0.03,0.0322,1
GO:0034762,regulation of transmembrane transport,8,1,0.03,0.0322,1
GO:1990539,fructose import across plasma membrane,8,1,0.03,0.0322,1
GO:0000160,phosphorelay signal transduction system,72,2,0.29,0.0332,1
GO:0035556,intracellular signal transduction,74,2,0.3,0.0349,1
GO:0009251,glucan catabolic process,9,1,0.04,0.0361,1
GO:0019694,alkanesulfonate metabolic process,9,1,0.04,0.0361,1
GO:0015755,fructose transmembrane transport,10,1,0.04,0.0401,1
GO:0019634,organic phosphonate metabolic process,10,1,0.04,0.0401,1
GO:0051273,beta-glucan metabolic process,10,1,0.04,0.0401,1
GO:0032101,regulation of response to external stimu...,11,1,0.04,0.0440,1
GO:0051049,regulation of transport,11,1,0.04,0.0440,1
GO:0051453,regulation of intracellular pH,11,1,0.04,0.0440,1
GO:0055082,intracellular chemical homeostasis,84,2,0.34,0.0441,1
GO:0000271,polysaccharide biosynthetic process,85,2,0.35,0.0450,1
GO:0007165,signal transduction,85,2,0.35,0.0450,1
GO:0030641,regulation of cellular pH,12,1,0.05,0.0479,1
GO:0032879,regulation of localization,12,1,0.05,0.0479,1
GO:0048878,chemical homeostasis,91,2,0.37,0.0509,1
GO:0000272,polysaccharide catabolic process,13,1,0.05,0.0518,1
GO:0009089,lysine biosynthetic process via diaminop...,13,1,0.05,0.0518,1
