GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0019480,L-alanine oxidation to pyruvate via D-al...,2,2,0.01,4.4e-05,0.0318
GO:0033542,fatty acid beta-oxidation, unsaturated, ...,2,2,0.01,4.4e-05,0.0318
GO:0042851,L-alanine metabolic process,2,2,0.01,4.4e-05,0.0318
GO:0042853,L-alanine catabolic process,2,2,0.01,4.4e-05,0.0318
GO:0006635,fatty acid beta-oxidation,19,3,0.13,0.00024,0.0899
GO:0006524,alanine catabolic process,4,2,0.03,0.00026,0.0899
GO:0009080,pyruvate family amino acid catabolic pro...,4,2,0.03,0.00026,0.0899
GO:0019395,fatty acid oxidation,20,3,0.14,0.00028,0.0899
GO:0034440,lipid oxidation,20,3,0.14,0.00028,0.0899
GO:0046436,D-alanine metabolic process,5,2,0.03,0.00043,0.1242
GO:0030258,lipid modification,24,3,0.16,0.00049,0.1287
GO:0009062,fatty acid catabolic process,27,3,0.18,0.00071,0.1648
GO:0006522,alanine metabolic process,7,2,0.05,0.00090,0.1648
GO:0009078,pyruvate family amino acid metabolic pro...,7,2,0.05,0.00090,0.1648
GO:0019317,fucose catabolic process,7,2,0.05,0.00090,0.1648
GO:0046395,carboxylic acid catabolic process,181,6,1.23,0.00093,0.1648
GO:0044242,cellular lipid catabolic process,30,3,0.2,0.00097,0.1648
GO:0046416,D-amino acid metabolic process,8,2,0.05,0.00120,0.1885
GO:0016054,organic acid catabolic process,191,6,1.3,0.00124,0.1885
GO:0016042,lipid catabolic process,35,3,0.24,0.00153,0.2105
GO:0006004,fucose metabolic process,9,2,0.06,0.00153,0.2105
GO:0044282,small molecule catabolic process,298,7,2.02,0.00245,0.3217
GO:0042594,response to starvation,46,3,0.31,0.00337,0.4233
GO:0044248,cellular catabolic process,330,7,2.24,0.00441,0.5309
GO:0001666,response to hypoxia,1,1,0.01,0.00679,0.5944
GO:0001762,beta-alanine transport,1,1,0.01,0.00679,0.5944
GO:0006848,pyruvate transport,1,1,0.01,0.00679,0.5944
GO:0006849,plasma membrane pyruvate transport,1,1,0.01,0.00679,0.5944
GO:0033543,fatty acid beta-oxidation, unsaturated, ...,1,1,0.01,0.00679,0.5944
GO:0042391,regulation of membrane potential,1,1,0.01,0.00679,0.5944
GO:0043468,regulation of fucose catabolic process,1,1,0.01,0.00679,0.5944
GO:0071456,cellular response to hypoxia,1,1,0.01,0.00679,0.5944
GO:1901475,pyruvate transmembrane transport,1,1,0.01,0.00679,0.5944
GO:0006631,fatty acid metabolic process,66,3,0.45,0.00932,0.7919
GO:0009063,amino acid catabolic process,69,3,0.47,0.01054,0.87
GO:0009056,catabolic process,506,8,3.44,0.01316,0.9008
GO:0006106,fumarate metabolic process,2,1,0.01,0.01353,0.9008
GO:0015822,ornithine transport,2,1,0.01,0.01353,0.9008
GO:0036293,response to decreased oxygen levels,2,1,0.01,0.01353,0.9008
GO:0036294,cellular response to decreased oxygen le...,2,1,0.01,0.01353,0.9008
GO:0042942,D-serine transport,2,1,0.01,0.01353,0.9008
GO:0055130,D-alanine catabolic process,2,1,0.01,0.01353,0.9008
GO:0071294,cellular response to zinc ion,2,1,0.01,0.01353,0.9008
GO:0031667,response to nutrient levels,76,3,0.52,0.01372,0.9008
GO:0006355,regulation of DNA-templated transcriptio...,326,6,2.21,0.01767,1
GO:2001141,regulation of RNA biosynthetic process,326,6,2.21,0.01767,1
GO:0006351,DNA-templated transcription,334,6,2.27,0.01976,1
GO:0051252,regulation of RNA metabolic process,335,6,2.27,0.02003,1
GO:0006995,cellular response to nitrogen starvation,3,1,0.02,0.02024,1
GO:0015808,L-alanine transport,3,1,0.02,0.02024,1
