GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0070813,hydrogen sulfide metabolic process,6,6,0.04,6.0e-14,0
GO:0070814,hydrogen sulfide biosynthetic process,6,6,0.04,6.0e-14,0
GO:0000103,sulfate assimilation,9,6,0.06,5.0e-12,0
GO:0006790,sulfur compound metabolic process,117,10,0.83,1.6e-09,0
GO:0044272,sulfur compound biosynthetic process,64,8,0.46,5.2e-09,0
GO:0015709,thiosulfate transport,5,4,0.04,9.5e-09,0
GO:0008272,sulfate transport,6,4,0.04,2.8e-08,0
GO:1902358,sulfate transmembrane transport,6,4,0.04,2.8e-08,0
GO:0006534,cysteine metabolic process,20,5,0.14,1.6e-07,1e-04
GO:0019344,cysteine biosynthetic process,12,4,0.09,9.1e-07,3e-04
GO:0000096,sulfur amino acid metabolic process,32,5,0.23,2.0e-06,5e-04
GO:0009069,serine family amino acid metabolic proce...,44,5,0.31,1.0e-05,0.0024
GO:0098661,inorganic anion transmembrane transport,23,4,0.16,1.5e-05,0.0033
GO:0072348,sulfur compound transport,24,4,0.17,1.9e-05,0.0039
GO:0000097,sulfur amino acid biosynthetic process,25,4,0.18,2.2e-05,0.0042
GO:0009070,serine family amino acid biosynthetic pr...,26,4,0.19,2.6e-05,0.0047
GO:0015698,inorganic anion transport,31,4,0.22,5.3e-05,0.009
GO:0006820,monoatomic anion transport,13,3,0.09,8.5e-05,0.0129
GO:0098656,monoatomic anion transmembrane transport,13,3,0.09,8.5e-05,0.0129
GO:0006535,cysteine biosynthetic process from serin...,5,2,0.04,0.00048,0.0693
GO:1901607,alpha-amino acid biosynthetic process,113,5,0.81,0.00094,0.1293
GO:0000098,sulfur amino acid catabolic process,8,2,0.06,0.00132,0.1625
GO:0009093,cysteine catabolic process,8,2,0.06,0.00132,0.1625
GO:1901605,alpha-amino acid metabolic process,184,6,1.31,0.00135,0.1625
GO:0071705,nitrogen compound transport,268,7,1.91,0.00181,0.2092
GO:0008652,amino acid biosynthetic process,137,5,0.98,0.00225,0.25
GO:0006563,L-serine metabolic process,14,2,0.1,0.00418,0.4473
GO:0006520,amino acid metabolic process,241,6,1.72,0.00535,0.552
GO:0009071,serine family amino acid catabolic proce...,17,2,0.12,0.00617,0.6147
GO:0019379,sulfate assimilation, phosphoadenylyl su...,1,1,0.01,0.00713,0.6437
GO:0019447,D-cysteine catabolic process,1,1,0.01,0.00713,0.6437
GO:0046438,D-cysteine metabolic process,1,1,0.01,0.00713,0.6437
GO:0044273,sulfur compound catabolic process,19,2,0.14,0.00769,0.6732
GO:0015833,peptide transport,60,3,0.43,0.00823,0.6993
GO:0042938,dipeptide transport,22,2,0.16,0.01026,0.8011
GO:0016053,organic acid biosynthetic process,195,5,1.39,0.01026,0.8011
GO:0046394,carboxylic acid biosynthetic process,195,5,1.39,0.01026,0.8011
GO:0042886,amide transport,67,3,0.48,0.01116,0.8485
GO:0009063,amino acid catabolic process,69,3,0.49,0.01209,0.8956
GO:0006529,asparagine biosynthetic process,2,1,0.01,0.01421,0.933
GO:0019345,cysteine biosynthetic process via S-sulf...,2,1,0.01,0.01421,0.933
GO:0019419,sulfate reduction,2,1,0.01,0.01421,0.933
GO:0070981,L-asparagine biosynthetic process,2,1,0.01,0.01421,0.933
GO:0070982,L-asparagine metabolic process,2,1,0.01,0.01421,0.933
GO:0055085,transmembrane transport,594,9,4.23,0.01486,0.9534
GO:0098660,inorganic ion transmembrane transport,139,4,0.99,0.01518,0.9534
GO:0006857,oligopeptide transport,32,2,0.23,0.02111,1
GO:0006791,sulfur utilization,3,1,0.02,0.02124,1
GO:0016540,protein autoprocessing,3,1,0.02,0.02124,1
GO:0019450,L-cysteine catabolic process to pyruvate,3,1,0.02,0.02124,1
