GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0019299,rhamnose metabolic process,9,3,0.12,0.00016,0.1204
GO:1901275,tartrate metabolic process,2,2,0.03,0.00016,0.1204
GO:1901276,tartrate catabolic process,2,2,0.03,0.00016,0.1204
GO:0015716,organic phosphonate transport,10,3,0.13,0.00022,0.1204
GO:0019634,organic phosphonate metabolic process,10,3,0.13,0.00022,0.1204
GO:0009056,catabolic process,506,16,6.53,0.00025,0.1204
GO:0006041,glucosamine metabolic process,3,2,0.04,0.00048,0.1523
GO:0006043,glucosamine catabolic process,3,2,0.04,0.00048,0.1523
GO:0009306,protein secretion,31,4,0.4,0.00058,0.1523
GO:0035592,establishment of protein localization to...,31,4,0.4,0.00058,0.1523
GO:0071692,protein localization to extracellular re...,31,4,0.4,0.00058,0.1523
GO:0046348,amino sugar catabolic process,14,3,0.18,0.00065,0.1527
GO:0032940,secretion by cell,33,4,0.43,0.00074,0.1527
GO:0046903,secretion,33,4,0.43,0.00074,0.1527
GO:0006046,N-acetylglucosamine catabolic process,4,2,0.05,0.00096,0.1788
GO:0015628,protein secretion by the type II secreti...,16,3,0.21,0.00099,0.1788
GO:0140352,export from cell,64,5,0.83,0.00119,0.2022
GO:0006044,N-acetylglucosamine metabolic process,5,2,0.06,0.00158,0.2524
GO:0098776,protein transport across the cell outer ...,19,3,0.25,0.00166,0.2524
GO:1901072,glucosamine-containing compound cataboli...,6,2,0.08,0.00235,0.3395
GO:0006040,amino sugar metabolic process,22,3,0.28,0.00258,0.3549
GO:0019301,rhamnose catabolic process,7,2,0.09,0.00327,0.4107
GO:1901071,glucosamine-containing compound metaboli...,7,2,0.09,0.00327,0.4107
GO:0019700,organic phosphonate catabolic process,8,2,0.1,0.00432,0.52
GO:0006054,N-acetylneuraminate metabolic process,9,2,0.12,0.00551,0.6122
GO:0019262,N-acetylneuraminate catabolic process,9,2,0.12,0.00551,0.6122
GO:1901575,organic substance catabolic process,491,13,6.33,0.00625,0.6686
GO:0046677,response to antibiotic,94,5,1.21,0.00648,0.6686
GO:0006308,DNA catabolic process,10,2,0.13,0.00683,0.6804
GO:1901136,carbohydrate derivative catabolic proces...,62,4,0.8,0.00769,0.7405
GO:0015976,carbon utilization,11,2,0.14,0.00828,0.7716
GO:0005975,carbohydrate metabolic process,340,10,4.39,0.00891,0.8044
GO:0046434,organophosphate catabolic process,36,3,0.46,0.01054,0.9227
GO:0019678,propionate metabolic process, methylmalo...,1,1,0.01,0.0129,1
GO:0071732,cellular response to nitric oxide,1,1,0.01,0.0129,1
GO:1902599,sulfathiazole transmembrane transport,1,1,0.01,0.0129,1
GO:0000160,phosphorelay signal transduction system,72,4,0.93,0.01293,1
GO:0035556,intracellular signal transduction,74,4,0.95,0.0142,1
GO:0071806,protein transmembrane transport,41,3,0.53,0.01506,1
GO:0015031,protein transport,84,4,1.08,0.02172,1
GO:0007165,signal transduction,85,4,1.1,0.02258,1
GO:0043107,type IV pilus-dependent motility,2,1,0.03,0.02564,1
GO:0043683,type IV pilus assembly,2,1,0.03,0.02564,1
GO:0045184,establishment of protein localization,90,4,1.16,0.02722,1
GO:0008104,protein localization,94,4,1.21,0.03132,1
GO:0023052,signaling,94,4,1.21,0.03132,1
GO:0070727,cellular macromolecule localization,94,4,1.21,0.03132,1
GO:0006810,transport,674,14,8.69,0.03562,1
GO:0006015,5-phosphoribose 1-diphosphate biosynthet...,3,1,0.04,0.03821,1
GO:0006227,dUDP biosynthetic process,3,1,0.04,0.03821,1
