GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0009061,anaerobic respiration,67,15,1.07,1.9e-14,0
GO:0015980,energy derivation by oxidation of organi...,140,18,2.23,7.3e-13,0
GO:0045333,cellular respiration,120,16,1.91,1.1e-11,0
GO:0006091,generation of precursor metabolites and ...,202,19,3.22,4.3e-11,0
GO:0098716,nickel cation import across plasma membr...,5,5,0.08,8.3e-10,0
GO:0022900,electron transport chain,115,14,1.83,1e-09,0
GO:0019645,anaerobic electron transport chain,46,10,0.73,1e-09,0
GO:0071941,nitrogen cycle metabolic process,30,8,0.48,1e-08,0
GO:2001057,reactive nitrogen species metabolic proc...,30,8,0.48,1e-08,0
GO:0015675,nickel cation transport,7,5,0.11,1.7e-08,0
GO:0035444,nickel cation transmembrane transport,7,5,0.11,1.7e-08,0
GO:0042126,nitrate metabolic process,26,7,0.41,8.7e-08,0
GO:0042128,nitrate assimilation,26,7,0.41,8.7e-08,0
GO:0022904,respiratory electron transport chain,77,10,1.23,2e-07,0
GO:0006113,fermentation,19,6,0.3,2.8e-07,0
GO:0098659,inorganic cation import across plasma me...,19,6,0.3,2.8e-07,0
GO:0099587,inorganic ion import across plasma membr...,19,6,0.3,2.8e-07,0
GO:0015741,fumarate transport,4,3,0.06,1.5e-05,0.0023
GO:0071422,succinate transmembrane transport,4,3,0.06,1.5e-05,0.0023
GO:0015744,succinate transport,6,3,0.1,7.4e-05,0.0107
GO:0110147,protein maturation by nickel ion transfe...,2,2,0.03,0.00025,0.0344
GO:0018907,dimethyl sulfoxide metabolic process,3,2,0.05,0.00074,0.0901
GO:0015740,C4-dicarboxylate transport,12,3,0.19,0.00076,0.0901
GO:0044780,bacterial-type flagellum assembly,27,4,0.43,0.00076,0.0901
GO:0000041,transition metal ion transport,71,6,1.13,0.00078,0.0901
GO:0022607,cellular component assembly,238,11,3.8,0.00096,0.1067
GO:0006835,dicarboxylic acid transport,15,3,0.24,0.00151,0.1616
GO:0044781,bacterial-type flagellum organization,34,4,0.54,0.00186,0.1919
GO:0030001,metal ion transport,116,7,1.85,0.00208,0.2072
GO:0098739,import across plasma membrane,117,7,1.87,0.00219,0.2109
GO:0098655,monoatomic cation transmembrane transpor...,124,7,1.98,0.00305,0.2842
GO:0030031,cell projection assembly,44,4,0.7,0.00484,0.437
GO:0098657,import into cell,137,7,2.19,0.00533,0.4666
GO:0098660,inorganic ion transmembrane transport,139,7,2.22,0.00577,0.4903
GO:0065003,protein-containing complex assembly,147,7,2.35,0.00781,0.6447
GO:0035672,oligopeptide transmembrane transport,27,3,0.43,0.00851,0.6829
GO:0044085,cellular component biogenesis,316,11,5.04,0.0091,0.7105
GO:0051604,protein maturation,83,5,1.32,0.00953,0.7245
GO:0034220,monoatomic ion transmembrane transport,156,7,2.49,0.01071,0.7934
GO:0098662,inorganic cation transmembrane transport,120,6,1.91,0.01101,0.7952
GO:0006857,oligopeptide transport,32,3,0.51,0.01366,0.9035
GO:0006812,monoatomic cation transport,164,7,2.62,0.01389,0.9035
GO:0015833,peptide transport,60,4,0.96,0.01444,0.9035
GO:0019333,denitrification pathway,1,1,0.02,0.01595,0.9035
GO:0019354,siroheme biosynthetic process,1,1,0.02,0.01595,0.9035
GO:0043602,nitrate catabolic process,1,1,0.02,0.01595,0.9035
GO:0046156,siroheme metabolic process,1,1,0.02,0.01595,0.9035
GO:0050919,negative chemotaxis,1,1,0.02,0.01595,0.9035
GO:0051224,negative regulation of protein transport,1,1,0.02,0.01595,0.9035
GO:1903828,negative regulation of protein localizat...,1,1,0.02,0.01595,0.9035
