GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0022904,respiratory electron transport chain,77,13,0.5,2.2e-17,0
GO:0022900,electron transport chain,115,13,0.74,5.5e-15,0
GO:0045333,cellular respiration,120,13,0.77,9.8e-15,0
GO:0015980,energy derivation by oxidation of organi...,140,13,0.9,7.7e-14,0
GO:0006091,generation of precursor metabolites and ...,202,13,1.3,9.6e-12,0
GO:0009060,aerobic respiration,58,9,0.37,1.9e-11,0
GO:0042773,ATP synthesis coupled electron transport,9,5,0.06,7.8e-10,0
GO:0006119,oxidative phosphorylation,21,5,0.14,1.2e-07,0
GO:0015988,energy coupled proton transmembrane tran...,9,4,0.06,1.5e-07,0
GO:0015990,electron transport coupled proton transp...,9,4,0.06,1.5e-07,0
GO:1902600,proton transmembrane transport,55,4,0.35,0.00034,0.0893
GO:0098662,inorganic cation transmembrane transport,120,4,0.77,0.00631,1
GO:0006434,seryl-tRNA aminoacylation,1,1,0.01,0.00645,1
GO:0098655,monoatomic cation transmembrane transpor...,124,4,0.8,0.00709,1
GO:0098660,inorganic ion transmembrane transport,139,4,0.9,0.01057,1
GO:0034220,monoatomic ion transmembrane transport,156,4,1.01,0.01571,1
GO:0006812,monoatomic cation transport,164,4,1.06,0.01860,1
GO:0016260,selenocysteine biosynthetic process,3,1,0.02,0.01923,1
GO:0006108,malate metabolic process,4,1,0.03,0.02556,1
GO:0007062,sister chromatid cohesion,4,1,0.03,0.02556,1
GO:0015861,cytidine transport,4,1,0.03,0.02556,1
GO:0015862,uridine transport,4,1,0.03,0.02556,1
GO:0015864,pyrimidine nucleoside transport,4,1,0.03,0.02556,1
GO:0006811,monoatomic ion transport,203,4,1.31,0.03740,1
GO:0016259,selenocysteine metabolic process,6,1,0.04,0.03811,1
GO:0030261,chromosome condensation,6,1,0.04,0.03811,1
GO:0044237,cellular metabolic process,1909,16,12.31,0.05652,1
GO:1901642,nucleoside transmembrane transport,9,1,0.06,0.05664,1
GO:0015858,nucleoside transport,10,1,0.06,0.06275,1
GO:0008152,metabolic process,2116,17,13.65,0.06403,1
GO:0006094,gluconeogenesis,13,1,0.08,0.08083,1
GO:0019319,hexose biosynthetic process,13,1,0.08,0.08083,1
GO:0007059,chromosome segregation,14,1,0.09,0.08679,1
GO:0015931,nucleobase-containing compound transport,15,1,0.1,0.09270,1
GO:0046364,monosaccharide biosynthetic process,19,1,0.12,0.11601,1
GO:0006418,tRNA aminoacylation for protein translat...,23,1,0.15,0.13876,1
GO:0043039,tRNA aminoacylation,23,1,0.15,0.13876,1
GO:0043038,amino acid activation,24,1,0.15,0.14435,1
GO:0009070,serine family amino acid biosynthetic pr...,26,1,0.17,0.15545,1
GO:0006090,pyruvate metabolic process,32,1,0.21,0.18792,1
GO:1901264,carbohydrate derivative transport,36,1,0.23,0.20890,1
GO:0009987,cellular process,2728,19,17.59,0.23099,1
GO:0006006,glucose metabolic process,41,1,0.26,0.23441,1
GO:0009069,serine family amino acid metabolic proce...,44,1,0.28,0.24934,1
GO:0022402,cell cycle process,49,1,0.32,0.27361,1
GO:0051276,chromosome organization,49,1,0.32,0.27361,1
GO:0055085,transmembrane transport,594,5,3.83,0.33313,1
GO:0006260,DNA replication,64,1,0.41,0.34204,1
GO:0019318,hexose metabolic process,70,1,0.45,0.36766,1
GO:0006399,tRNA metabolic process,75,1,0.48,0.38829,1
