GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0046377,colanic acid metabolic process,22,5,0.25,3.5e-06,0.0101
GO:0009242,colanic acid biosynthetic process,19,4,0.22,5.1e-05,0.0737
GO:0034310,primary alcohol catabolic process,22,3,0.25,0.0019,1
GO:0072329,monocarboxylic acid catabolic process,92,5,1.06,0.0036,1
GO:0005976,polysaccharide metabolic process,98,5,1.13,0.0048,1
GO:0044282,small molecule catabolic process,298,9,3.44,0.0053,1
GO:0045228,slime layer polysaccharide biosynthetic ...,10,2,0.12,0.0055,1
GO:0045231,slime layer organization,10,2,0.12,0.0055,1
GO:0018962,3-phenylpropionate metabolic process,11,2,0.13,0.0067,1
GO:0019380,3-phenylpropionate catabolic process,11,2,0.13,0.0067,1
GO:0010383,cell wall polysaccharide metabolic proce...,1,1,0.01,0.0115,1
GO:0010410,hemicellulose metabolic process,1,1,0.01,0.0115,1
GO:0034229,ethanolamine transport,1,1,0.01,0.0115,1
GO:0044347,cell wall polysaccharide catabolic proce...,1,1,0.01,0.0115,1
GO:0045491,xylan metabolic process,1,1,0.01,0.0115,1
GO:0045493,xylan catabolic process,1,1,0.01,0.0115,1
GO:2000895,hemicellulose catabolic process,1,1,0.01,0.0115,1
GO:0005975,carbohydrate metabolic process,340,9,3.92,0.0124,1
GO:0046164,alcohol catabolic process,45,3,0.52,0.0143,1
GO:0000271,polysaccharide biosynthetic process,85,4,0.98,0.0155,1
GO:0006580,ethanolamine metabolic process,17,2,0.2,0.0158,1
GO:0042439,ethanolamine-containing compound metabol...,17,2,0.2,0.0158,1
GO:0046336,ethanolamine catabolic process,17,2,0.2,0.0158,1
GO:0006576,biogenic amine metabolic process,47,3,0.54,0.0161,1
GO:0009308,amine metabolic process,49,3,0.57,0.018,1
GO:0034308,primary alcohol metabolic process,50,3,0.58,0.019,1
GO:0006635,fatty acid beta-oxidation,19,2,0.22,0.0196,1
GO:1901160,primary amino compound metabolic process,19,2,0.22,0.0196,1
GO:1901161,primary amino compound catabolic process,19,2,0.22,0.0196,1
GO:1901616,organic hydroxy compound catabolic proce...,51,3,0.59,0.0201,1
GO:0019395,fatty acid oxidation,20,2,0.23,0.0216,1
GO:0034440,lipid oxidation,20,2,0.23,0.0216,1
GO:0019628,urate catabolic process,2,1,0.02,0.023,1
GO:0031388,organic acid phosphorylation,2,1,0.02,0.023,1
GO:0033387,putrescine biosynthetic process from orn...,2,1,0.02,0.023,1
GO:0042350,GDP-L-fucose biosynthetic process,2,1,0.02,0.023,1
GO:0042351,'de novo' GDP-L-fucose biosynthetic proc...,2,1,0.02,0.023,1
GO:0046368,GDP-L-fucose metabolic process,2,1,0.02,0.023,1
GO:0046415,urate metabolic process,2,1,0.02,0.023,1
GO:0016051,carbohydrate biosynthetic process,104,4,1.2,0.0301,1
GO:0030258,lipid modification,24,2,0.28,0.0305,1
GO:0045226,extracellular polysaccharide biosyntheti...,24,2,0.28,0.0305,1
GO:0046379,extracellular polysaccharide metabolic p...,24,2,0.28,0.0305,1
GO:0042178,xenobiotic catabolic process,26,2,0.3,0.0353,1
GO:0009062,fatty acid catabolic process,27,2,0.31,0.0379,1
GO:0032787,monocarboxylic acid metabolic process,221,6,2.55,0.0379,1
GO:0006631,fatty acid metabolic process,66,3,0.76,0.0392,1
GO:0042402,cellular biogenic amine catabolic proces...,28,2,0.32,0.0405,1
GO:0006099,tricarboxylic acid cycle,29,2,0.33,0.0432,1
GO:0006805,xenobiotic metabolic process,29,2,0.33,0.0432,1
