GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0070813,hydrogen sulfide metabolic process,6,6,0.03,1.4e-14,0
GO:0070814,hydrogen sulfide biosynthetic process,6,6,0.03,1.4e-14,0
GO:0000103,sulfate assimilation,9,6,0.05,1.1e-12,0
GO:0044272,sulfur compound biosynthetic process,64,8,0.37,6.6e-10,0
GO:0006790,sulfur compound metabolic process,117,9,0.68,3.4e-09,0
GO:0015709,thiosulfate transport,5,4,0.03,3.8e-09,0
GO:0008272,sulfate transport,6,4,0.03,1.1e-08,0
GO:1902358,sulfate transmembrane transport,6,4,0.03,1.1e-08,0
GO:0019344,cysteine biosynthetic process,12,4,0.07,3.7e-07,1e-04
GO:0006534,cysteine metabolic process,20,4,0.12,3.5e-06,0.001
GO:0098661,inorganic anion transmembrane transport,23,4,0.13,6.3e-06,0.0017
GO:0072348,sulfur compound transport,24,4,0.14,7.5e-06,0.0018
GO:0000097,sulfur amino acid biosynthetic process,25,4,0.14,8.9e-06,0.002
GO:0009070,serine family amino acid biosynthetic pr...,26,4,0.15,1.1e-05,0.0023
GO:0015698,inorganic anion transport,31,4,0.18,2.2e-05,0.0042
GO:0000096,sulfur amino acid metabolic process,32,4,0.18,2.5e-05,0.0045
GO:0006820,monoatomic anion transport,13,3,0.08,4.4e-05,0.0071
GO:0098656,monoatomic anion transmembrane transport,13,3,0.08,4.4e-05,0.0071
GO:0009069,serine family amino acid metabolic proce...,44,4,0.25,8.9e-05,0.0135
GO:0006535,cysteine biosynthetic process from serin...,5,2,0.03,0.00031,0.0448
GO:1901607,alpha-amino acid biosynthetic process,113,5,0.65,0.00033,0.0454
GO:0008652,amino acid biosynthetic process,137,5,0.79,0.00080,0.1051
GO:0006563,L-serine metabolic process,14,2,0.08,0.00274,0.337
GO:0071705,nitrogen compound transport,268,6,1.55,0.00280,0.337
GO:1901605,alpha-amino acid metabolic process,184,5,1.06,0.00301,0.3478
GO:0016053,organic acid biosynthetic process,195,5,1.13,0.00388,0.4152
GO:0046394,carboxylic acid biosynthetic process,195,5,1.13,0.00388,0.4152
GO:0019379,sulfate assimilation, phosphoadenylyl su...,1,1,0.01,0.00577,0.5953
GO:0098660,inorganic ion transmembrane transport,139,4,0.8,0.00699,0.6963
GO:0006520,amino acid metabolic process,241,5,1.39,0.00959,0.9235
GO:0006529,asparagine biosynthetic process,2,1,0.01,0.01151,0.9501
GO:0019345,cysteine biosynthetic process via S-sulf...,2,1,0.01,0.01151,0.9501
GO:0019419,sulfate reduction,2,1,0.01,0.01151,0.9501
GO:0070981,L-asparagine biosynthetic process,2,1,0.01,0.01151,0.9501
GO:0070982,L-asparagine metabolic process,2,1,0.01,0.01151,0.9501
GO:0016540,protein autoprocessing,3,1,0.02,0.01722,1
GO:0019450,L-cysteine catabolic process to pyruvate,3,1,0.02,0.01722,1
GO:0044283,small molecule biosynthetic process,286,5,1.65,0.01936,1
GO:0006528,asparagine metabolic process,4,1,0.02,0.02289,1
GO:0055085,transmembrane transport,594,7,3.43,0.03876,1
GO:0019448,L-cysteine catabolic process,7,1,0.04,0.03974,1
GO:0046439,L-cysteine metabolic process,7,1,0.04,0.03974,1
GO:0000098,sulfur amino acid catabolic process,8,1,0.05,0.04530,1
GO:0009093,cysteine catabolic process,8,1,0.05,0.04530,1
GO:0015833,peptide transport,60,2,0.35,0.04560,1
GO:0042886,amide transport,67,2,0.39,0.05564,1
GO:0034220,monoatomic ion transmembrane transport,156,3,0.9,0.05735,1
GO:0009063,amino acid catabolic process,69,2,0.4,0.05864,1
GO:0006810,transport,674,7,3.89,0.07126,1
GO:0016485,protein processing,13,1,0.08,0.07262,1
