GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0006007,glucose catabolic process,16,2,0.07,0.0018,1
GO:0015942,formate metabolic process,19,2,0.08,0.0025,1
GO:0015944,formate oxidation,19,2,0.08,0.0025,1
GO:0019320,hexose catabolic process,39,2,0.16,0.0104,1
GO:0045333,cellular respiration,120,3,0.49,0.0111,1
GO:0006006,glucose metabolic process,41,2,0.17,0.0114,1
GO:0019645,anaerobic electron transport chain,46,2,0.19,0.0143,1
GO:0015980,energy derivation by oxidation of organi...,140,3,0.57,0.0168,1
GO:0046365,monosaccharide catabolic process,63,2,0.26,0.0259,1
GO:0009061,anaerobic respiration,67,2,0.27,0.029,1
GO:0019318,hexose metabolic process,70,2,0.29,0.0315,1
GO:0022904,respiratory electron transport chain,77,2,0.31,0.0376,1
GO:0002098,tRNA wobble uridine modification,10,1,0.04,0.0401,1
GO:0006308,DNA catabolic process,10,1,0.04,0.0401,1
GO:0015976,carbon utilization,11,1,0.04,0.044,1
GO:0035435,phosphate ion transmembrane transport,11,1,0.04,0.044,1
GO:0006091,generation of precursor metabolites and ...,202,3,0.82,0.0441,1
GO:0006817,phosphate ion transport,13,1,0.05,0.0518,1
GO:0030488,tRNA methylation,13,1,0.05,0.0518,1
GO:0032787,monocarboxylic acid metabolic process,221,3,0.9,0.0553,1
GO:0002097,tRNA wobble base modification,15,1,0.06,0.0595,1
GO:0005996,monosaccharide metabolic process,106,2,0.43,0.0669,1
GO:0022900,electron transport chain,115,2,0.47,0.0772,1
GO:0046459,short-chain fatty acid metabolic process,20,1,0.08,0.0786,1
GO:0001510,RNA methylation,22,1,0.09,0.0862,1
GO:0098661,inorganic anion transmembrane transport,23,1,0.09,0.0899,1
GO:0016052,carbohydrate catabolic process,136,2,0.55,0.1032,1
GO:0015698,inorganic anion transport,31,1,0.13,0.1194,1
GO:0043414,macromolecule methylation,31,1,0.13,0.1194,1
GO:0006400,tRNA modification,37,1,0.15,0.141,1
GO:2000142,regulation of DNA-templated transcriptio...,38,1,0.15,0.1445,1
GO:0006352,DNA-templated transcription initiation,40,1,0.16,0.1516,1
GO:0032259,methylation,46,1,0.19,0.1724,1
GO:0008033,tRNA processing,50,1,0.2,0.186,1
GO:0009451,RNA modification,56,1,0.23,0.2061,1
GO:0009401,phosphoenolpyruvate-dependent sugar phos...,57,1,0.23,0.2093,1
GO:0009060,aerobic respiration,58,1,0.24,0.2126,1
GO:0098704,carbohydrate import across plasma membra...,61,1,0.25,0.2224,1
GO:0034655,nucleobase-containing compound catabolic...,63,1,0.26,0.2289,1
GO:0090304,nucleic acid metabolic process,625,4,2.55,0.2383,1
GO:0006631,fatty acid metabolic process,66,1,0.27,0.2385,1
GO:0034470,ncRNA processing,71,1,0.29,0.2542,1
GO:0000160,phosphorelay signal transduction system,72,1,0.29,0.2573,1
GO:0035556,intracellular signal transduction,74,1,0.3,0.2635,1
GO:0006399,tRNA metabolic process,75,1,0.31,0.2666,1
GO:0031667,response to nutrient levels,76,1,0.31,0.2696,1
GO:0006396,RNA processing,79,1,0.32,0.2788,1
GO:0016070,RNA metabolic process,464,3,1.89,0.2901,1
GO:0009057,macromolecule catabolic process,83,1,0.34,0.2908,1
GO:0045893,positive regulation of DNA-templated tra...,83,1,0.34,0.2908,1
