GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0009235,cobalamin metabolic process,8,3,0.1,9e-05,0.13
GO:0009236,cobalamin biosynthetic process,8,3,0.1,9e-05,0.13
GO:0032954,regulation of cytokinetic process,3,2,0.04,0.00043,0.2485
GO:0032955,regulation of division septum assembly,3,2,0.04,0.00043,0.2485
GO:1901891,regulation of cell septum assembly,3,2,0.04,0.00043,0.2485
GO:0010564,regulation of cell cycle process,6,2,0.07,0.00211,0.7062
GO:0051726,regulation of cell cycle,6,2,0.07,0.00211,0.7062
GO:0018130,heterocycle biosynthetic process,586,15,7.16,0.00218,0.7062
GO:0033014,tetrapyrrole biosynthetic process,22,3,0.27,0.00220,0.7062
GO:1901362,organic cyclic compound biosynthetic pro...,601,15,7.34,0.00283,0.7616
GO:0062197,cellular response to chemical stress,50,4,0.61,0.00290,0.7616
GO:0050789,regulation of biological process,565,14,6.9,0.00453,0.9892
GO:0019438,aromatic compound biosynthetic process,566,14,6.92,0.00461,0.9892
GO:0033013,tetrapyrrole metabolic process,29,3,0.35,0.00492,0.9892
GO:0032774,RNA biosynthetic process,342,10,4.18,0.00617,0.9892
GO:0042364,water-soluble vitamin biosynthetic proce...,63,4,0.77,0.00670,0.9892
GO:0009110,vitamin biosynthetic process,64,4,0.78,0.00708,0.9892
GO:0071470,cellular response to osmotic stress,11,2,0.13,0.00745,0.9892
GO:2000144,positive regulation of DNA-templated tra...,11,2,0.13,0.00745,0.9892
GO:0065007,biological regulation,597,14,7.3,0.00758,0.9892
GO:0046483,heterocycle metabolic process,945,19,11.55,0.00767,0.9892
GO:0006807,nitrogen compound metabolic process,1513,26,18.49,0.00854,0.9892
GO:0006725,cellular aromatic compound metabolic pro...,956,19,11.68,0.00880,0.9892
GO:0000270,peptidoglycan metabolic process,69,4,0.84,0.00923,0.9892
GO:0030203,glycosaminoglycan metabolic process,69,4,0.84,0.00923,0.9892
GO:0006022,aminoglycan metabolic process,71,4,0.87,0.01020,0.9892
GO:0009254,peptidoglycan turnover,13,2,0.16,0.01041,0.9892
GO:0090304,nucleic acid metabolic process,625,14,7.64,0.01148,0.9892
GO:0044087,regulation of cellular component biogene...,14,2,0.17,0.01205,0.9892
GO:0007234,osmosensory signaling via phosphorelay p...,1,1,0.01,0.01222,0.9892
GO:0010350,cellular response to magnesium starvatio...,1,1,0.01,0.01222,0.9892
GO:0006767,water-soluble vitamin metabolic process,75,4,0.92,0.01232,0.9892
GO:0006766,vitamin metabolic process,76,4,0.93,0.01289,0.9892
GO:1901360,organic cyclic compound metabolic proces...,992,19,12.12,0.01353,0.9892
GO:0045005,DNA-templated DNA replication maintenanc...,15,2,0.18,0.01380,0.9892
GO:0051302,regulation of cell division,15,2,0.18,0.01380,0.9892
GO:0006355,regulation of DNA-templated transcriptio...,326,9,3.98,0.01393,0.9892
GO:2001141,regulation of RNA biosynthetic process,326,9,3.98,0.01393,0.9892
GO:0050794,regulation of cellular process,510,12,6.23,0.01436,0.9892
GO:0044271,cellular nitrogen compound biosynthetic ...,710,15,8.68,0.01451,0.9892
GO:0006261,DNA-templated DNA replication,43,3,0.53,0.01480,0.9892
GO:0034614,cellular response to reactive oxygen spe...,16,2,0.2,0.01565,0.9892
GO:0043170,macromolecule metabolic process,1081,20,13.21,0.01569,0.9892
GO:0000902,cell morphogenesis,44,3,0.54,0.01575,0.9892
GO:0009653,anatomical structure morphogenesis,44,3,0.54,0.01575,0.9892
GO:0048856,anatomical structure development,44,3,0.54,0.01575,0.9892
GO:0006351,DNA-templated transcription,334,9,4.08,0.01619,0.9925
GO:0051252,regulation of RNA metabolic process,335,9,4.09,0.01649,0.9925
GO:0016070,RNA metabolic process,464,11,5.67,0.01870,1
GO:0000917,division septum assembly,18,2,0.22,0.01965,1
