GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0019752,carboxylic acid metabolic process,483,82,26.07,3.3e-26,0
GO:0044281,small molecule metabolic process,841,106,45.39,1.0e-24,0
GO:0043436,oxoacid metabolic process,512,82,27.63,2.4e-24,0
GO:0006082,organic acid metabolic process,525,82,28.34,1.5e-23,0
GO:1901564,organonitrogen compound metabolic proces...,903,107,48.74,1.3e-22,0
GO:0009066,aspartate family amino acid metabolic pr...,56,22,3.02,1.4e-14,0
GO:0044272,sulfur compound biosynthetic process,64,23,3.45,3.2e-14,0
GO:0009081,branched-chain amino acid metabolic proc...,24,15,1.3,4.3e-14,0
GO:0009082,branched-chain amino acid biosynthetic p...,24,15,1.3,4.3e-14,0
GO:0009067,aspartate family amino acid biosynthetic...,34,17,1.84,1.3e-13,0
GO:0044249,cellular biosynthetic process,1176,106,63.47,2.3e-12,0
GO:0009058,biosynthetic process,1215,108,65.58,2.7e-12,0
GO:0006189,'de novo' IMP biosynthetic process,12,10,0.65,9.6e-12,0
GO:0009073,aromatic amino acid family biosynthetic ...,25,13,1.35,6.0e-11,0
GO:0043648,dicarboxylic acid metabolic process,81,21,4.37,5.4e-10,0
GO:1901576,organic substance biosynthetic process,1201,102,64.82,8.4e-10,0
GO:0006790,sulfur compound metabolic process,117,25,6.31,9.4e-10,0
GO:0006188,IMP biosynthetic process,16,10,0.86,9.6e-10,0
GO:0009084,glutamine family amino acid biosynthetic...,25,12,1.35,1.1e-09,0
GO:0046040,IMP metabolic process,17,10,0.92,2.2e-09,0
GO:0000105,histidine biosynthetic process,10,8,0.54,2.5e-09,0
GO:0006547,histidine metabolic process,10,8,0.54,2.5e-09,0
GO:0009072,aromatic amino acid metabolic process,32,13,1.73,2.9e-09,0
GO:0009127,purine nucleoside monophosphate biosynth...,23,11,1.24,6.2e-09,0
GO:0009168,purine ribonucleoside monophosphate bios...,23,11,1.24,6.2e-09,0
GO:0009064,glutamine family amino acid metabolic pr...,54,16,2.91,8.7e-09,0
GO:0009229,thiamine diphosphate biosynthetic proces...,11,8,0.59,8.7e-09,0
GO:0042357,thiamine diphosphate metabolic process,11,8,0.59,8.7e-09,0
GO:0006551,leucine metabolic process,8,7,0.43,9.0e-09,0
GO:0009098,leucine biosynthetic process,8,7,0.43,9.0e-09,0
GO:0009126,purine nucleoside monophosphate metaboli...,24,11,1.3,1.1e-08,0
GO:0009167,purine ribonucleoside monophosphate meta...,24,11,1.3,1.1e-08,0
GO:0015823,phenylalanine transport,6,6,0.32,2.3e-08,0
GO:0070813,hydrogen sulfide metabolic process,6,6,0.32,2.3e-08,0
GO:0070814,hydrogen sulfide biosynthetic process,6,6,0.32,2.3e-08,0
GO:0006526,arginine biosynthetic process,16,9,0.86,2.6e-08,0
GO:0043650,dicarboxylic acid biosynthetic process,34,12,1.84,7.9e-08,0
GO:0006549,isoleucine metabolic process,14,8,0.76,1.4e-07,0
GO:0009097,isoleucine biosynthetic process,14,8,0.76,1.4e-07,0
GO:0009156,ribonucleoside monophosphate biosyntheti...,36,12,1.94,1.6e-07,0
GO:0009069,serine family amino acid metabolic proce...,44,13,2.37,2.4e-07,0
GO:0009228,thiamine biosynthetic process,15,8,0.81,2.8e-07,0
GO:0006573,valine metabolic process,11,7,0.59,3.2e-07,0
GO:0009099,valine biosynthetic process,11,7,0.59,3.2e-07,0
GO:0009161,ribonucleoside monophosphate metabolic p...,39,12,2.1,4.4e-07,0
GO:0042724,thiamine-containing compound biosyntheti...,16,8,0.86,5.4e-07,0
GO:0009124,nucleoside monophosphate biosynthetic pr...,41,12,2.21,8.2e-07,1e-04
GO:0046165,alcohol biosynthetic process,22,9,1.19,8.4e-07,1e-04
GO:0009089,lysine biosynthetic process via diaminop...,13,7,0.7,1.5e-06,1e-04
GO:0046451,diaminopimelate metabolic process,13,7,0.7,1.5e-06,1e-04
