GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0042882,L-arabinose transmembrane transport,4,4,0.03,1.2e-09,0
GO:0015751,arabinose transmembrane transport,6,4,0.04,1.8e-08,0
GO:0019566,arabinose metabolic process,8,4,0.05,8.5e-08,1e-04
GO:0019568,arabinose catabolic process,8,4,0.05,8.5e-08,1e-04
GO:0019569,L-arabinose catabolic process to xylulos...,3,3,0.02,2.3e-07,1e-04
GO:0051167,xylulose 5-phosphate metabolic process,3,3,0.02,2.3e-07,1e-04
GO:1901159,xylulose 5-phosphate biosynthetic proces...,3,3,0.02,2.3e-07,1e-04
GO:0019572,L-arabinose catabolic process,4,3,0.03,9.1e-07,3e-04
GO:0046373,L-arabinose metabolic process,4,3,0.03,9.1e-07,3e-04
GO:0019323,pentose catabolic process,15,4,0.1,1.6e-06,5e-04
GO:0015750,pentose transmembrane transport,16,4,0.1,2.1e-06,6e-04
GO:0019321,pentose metabolic process,22,4,0.14,8.4e-06,0.002
GO:0015749,monosaccharide transmembrane transport,48,5,0.31,9.1e-06,0.002
GO:0034219,carbohydrate transmembrane transport,107,5,0.69,0.00045,0.0929
GO:0046365,monosaccharide catabolic process,63,4,0.41,0.00058,0.1117
GO:0008643,carbohydrate transport,123,5,0.79,0.00085,0.1535
GO:0005996,monosaccharide metabolic process,106,4,0.68,0.00404,0.6866
GO:0016052,carbohydrate catabolic process,136,4,0.88,0.00980,1
GO:0015756,fucose transmembrane transport,2,1,0.01,0.01286,1
GO:0034644,cellular response to UV,3,1,0.02,0.01923,1
GO:0071478,cellular response to radiation,3,1,0.02,0.01923,1
GO:0071482,cellular response to light stimulus,3,1,0.02,0.01923,1
GO:0071731,response to nitric oxide,3,1,0.02,0.01923,1
GO:0008645,hexose transmembrane transport,34,2,0.22,0.01956,1
GO:0006307,DNA dealkylation involved in DNA repair,4,1,0.03,0.02556,1
GO:0034227,tRNA thio-modification,4,1,0.03,0.02556,1
GO:0035510,DNA dealkylation,4,1,0.03,0.02556,1
GO:0019324,L-lyxose metabolic process,5,1,0.03,0.03186,1
GO:0015757,galactose transmembrane transport,7,1,0.05,0.04433,1
GO:0070301,cellular response to hydrogen peroxide,9,1,0.06,0.05664,1
GO:1901700,response to oxygen-containing compound,73,2,0.47,0.07897,1
GO:0034614,cellular response to reactive oxygen spe...,16,1,0.1,0.09859,1
GO:0010035,response to inorganic substance,85,2,0.55,0.10251,1
GO:0006304,DNA modification,17,1,0.11,0.10443,1
GO:0090407,organophosphate biosynthetic process,182,3,1.17,0.10848,1
GO:0009314,response to radiation,90,2,0.58,0.11286,1
GO:0044282,small molecule catabolic process,298,4,1.92,0.11806,1
GO:0009411,response to UV,20,1,0.13,0.12175,1
GO:0006281,DNA repair,95,2,0.61,0.12347,1
GO:0042542,response to hydrogen peroxide,21,1,0.14,0.12746,1
GO:0009416,response to light stimulus,22,1,0.14,0.13312,1
GO:0000027,ribosomal large subunit assembly,23,1,0.15,0.13876,1
GO:0042273,ribosomal large subunit biogenesis,23,1,0.15,0.13876,1
GO:0046835,carbohydrate phosphorylation,23,1,0.15,0.13876,1
GO:1901698,response to nitrogen compound,23,1,0.15,0.13876,1
GO:0032392,DNA geometric change,24,1,0.15,0.14435,1
GO:0032508,DNA duplex unwinding,24,1,0.15,0.14435,1
GO:0071702,organic substance transport,446,5,2.88,0.14801,1
GO:0043412,macromolecule modification,112,2,0.72,0.16127,1
GO:1901137,carbohydrate derivative biosynthetic pro...,219,3,1.41,0.16320,1
