GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:1902421,hydrogen metabolic process,3,3,0.02,2.3e-07,7e-04
GO:0009267,cellular response to starvation,38,4,0.25,7.9e-05,0.0636
GO:0009268,response to pH,38,4,0.25,7.9e-05,0.0636
GO:0022904,respiratory electron transport chain,77,5,0.5,9.3e-05,0.0636
GO:0031669,cellular response to nutrient levels,41,4,0.26,0.00011,0.0636
GO:0042594,response to starvation,46,4,0.3,0.00017,0.0819
GO:0006113,fermentation,19,3,0.12,0.00021,0.0867
GO:0022900,electron transport chain,115,5,0.74,0.00062,0.2239
GO:0045333,cellular respiration,120,5,0.77,0.00076,0.244
GO:0031668,cellular response to extracellular stimu...,74,4,0.48,0.00107,0.281
GO:0071496,cellular response to external stimulus,74,4,0.48,0.00107,0.281
GO:0031667,response to nutrient levels,76,4,0.49,0.00118,0.2841
GO:0015980,energy derivation by oxidation of organi...,140,5,0.9,0.00153,0.34
GO:0015721,bile acid and bile salt transport,12,2,0.08,0.00250,0.5159
GO:0019645,anaerobic electron transport chain,46,3,0.3,0.00290,0.5327
GO:0019646,aerobic electron transport chain,13,2,0.08,0.00295,0.5327
GO:0009991,response to extracellular stimulus,109,4,0.7,0.00447,0.719
GO:0071468,cellular response to acidic pH,16,2,0.1,0.00448,0.719
GO:0071467,cellular response to pH,18,2,0.12,0.00567,0.8621
GO:0034059,response to anoxia,1,1,0.01,0.00645,0.8873
GO:0071454,cellular response to anoxia,1,1,0.01,0.00645,0.8873
GO:0006091,generation of precursor metabolites and ...,202,5,1.3,0.00759,0.9659
GO:0006119,oxidative phosphorylation,21,2,0.14,0.00769,0.9659
GO:0009061,anaerobic respiration,67,3,0.43,0.00840,1
GO:0006869,lipid transport,25,2,0.16,0.01082,1
GO:0010876,lipid localization,25,2,0.16,0.01082,1
GO:0036293,response to decreased oxygen levels,2,1,0.01,0.01286,1
GO:0036294,cellular response to decreased oxygen le...,2,1,0.01,0.01286,1
GO:0050896,response to stimulus,909,11,5.86,0.01294,1
GO:0010447,response to acidic pH,28,2,0.18,0.01348,1
GO:0009628,response to abiotic stimulus,242,5,1.56,0.01602,1
GO:0071214,cellular response to abiotic stimulus,32,2,0.21,0.01742,1
GO:0104004,cellular response to environmental stimu...,32,2,0.21,0.01742,1
GO:0007154,cell communication,165,4,1.06,0.01898,1
GO:0009605,response to external stimulus,171,4,1.1,0.02139,1
GO:0015718,monocarboxylic acid transport,37,2,0.24,0.02295,1
GO:0042908,xenobiotic transport,37,2,0.24,0.02295,1
GO:0015850,organic hydroxy compound transport,39,2,0.25,0.02534,1
GO:0071453,cellular response to oxygen levels,4,1,0.03,0.02556,1
GO:0033554,cellular response to stress,381,6,2.46,0.02789,1
GO:0006855,xenobiotic transmembrane transport,5,1,0.03,0.03186,1
GO:0070482,response to oxygen levels,5,1,0.03,0.03186,1
GO:0051716,cellular response to stimulus,522,7,3.37,0.03755,1
GO:0006950,response to stress,527,7,3.4,0.03935,1
GO:0051084,'de novo' post-translational protein fol...,7,1,0.05,0.04433,1
GO:0051085,chaperone cofactor-dependent protein ref...,7,1,0.05,0.04433,1
GO:1990451,cellular stress response to acidic pH,7,1,0.05,0.04433,1
GO:0006458,'de novo' protein folding,8,1,0.05,0.05050,1
GO:0016036,cellular response to phosphate starvatio...,8,1,0.05,0.05050,1
GO:0016311,dephosphorylation,8,1,0.05,0.05050,1
