GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0040007,growth,20,8,0.09,1.1e-15,0
GO:0040008,regulation of growth,20,8,0.09,1.1e-15,0
GO:0044010,single-species biofilm formation,99,9,0.44,2.4e-11,0
GO:0051703,biological process involved in intraspec...,99,9,0.44,2.4e-11,0
GO:0042710,biofilm formation,109,9,0.48,5.9e-11,0
GO:0098630,aggregation of unicellular organisms,109,9,0.48,5.9e-11,0
GO:0098743,cell aggregation,109,9,0.48,5.9e-11,0
GO:0006402,mRNA catabolic process,17,5,0.08,4.2e-09,0
GO:0050794,regulation of cellular process,510,12,2.25,7.1e-09,0
GO:0016071,mRNA metabolic process,20,5,0.09,1e-08,0
GO:0050789,regulation of biological process,565,12,2.49,2.4e-08,0
GO:0048523,negative regulation of cellular process,212,9,0.94,2.4e-08,0
GO:0048519,negative regulation of biological proces...,214,9,0.94,2.7e-08,0
GO:0065007,biological regulation,597,12,2.63,4.7e-08,0
GO:0006355,regulation of DNA-templated transcriptio...,326,10,1.44,5.1e-08,0
GO:2001141,regulation of RNA biosynthetic process,326,10,1.44,5.1e-08,0
GO:0006351,DNA-templated transcription,334,10,1.47,6.5e-08,0
GO:0051252,regulation of RNA metabolic process,335,10,1.48,6.7e-08,0
GO:0032774,RNA biosynthetic process,342,10,1.51,8.2e-08,0
GO:0006401,RNA catabolic process,30,5,0.13,9.4e-08,0
GO:0019219,regulation of nucleobase-containing comp...,350,10,1.54,1e-07,0
GO:0010558,negative regulation of macromolecule bio...,174,8,0.77,1.3e-07,0
GO:0009890,negative regulation of biosynthetic proc...,175,8,0.77,1.3e-07,0
GO:0031327,negative regulation of cellular biosynth...,175,8,0.77,1.3e-07,0
GO:0031324,negative regulation of cellular metaboli...,186,8,0.82,2.1e-07,0
GO:0010605,negative regulation of macromolecule met...,187,8,0.83,2.2e-07,0
GO:0009892,negative regulation of metabolic process,189,8,0.83,2.4e-07,0
GO:0010468,regulation of gene expression,384,10,1.69,2.5e-07,0
GO:0010556,regulation of macromolecule biosynthetic...,385,10,1.7,2.6e-07,0
GO:0031326,regulation of cellular biosynthetic proc...,389,10,1.72,2.9e-07,0
GO:0009889,regulation of biosynthetic process,391,10,1.73,3e-07,0
GO:0051171,regulation of nitrogen compound metaboli...,395,10,1.74,3.3e-07,0
GO:0080090,regulation of primary metabolic process,400,10,1.77,3.8e-07,0
GO:0031323,regulation of cellular metabolic process,412,10,1.82,5e-07,0
GO:0060255,regulation of macromolecule metabolic pr...,413,10,1.82,5.1e-07,0
GO:0019222,regulation of metabolic process,424,10,1.87,6.6e-07,1e-04
GO:0010629,negative regulation of gene expression,45,5,0.2,7.8e-07,1e-04
GO:0016070,RNA metabolic process,464,10,2.05,1.6e-06,1e-04
GO:0051172,negative regulation of nitrogen compound...,167,7,0.74,2.1e-06,2e-04
GO:0034654,nucleobase-containing compound biosynthe...,484,10,2.14,2.4e-06,2e-04
GO:0034655,nucleobase-containing compound catabolic...,63,5,0.28,4.3e-06,3e-04
GO:0019438,aromatic compound biosynthetic process,566,10,2.5,1e-05,7e-04
GO:0045892,negative regulation of DNA-templated tra...,134,6,0.59,1e-05,7e-04
GO:1902679,negative regulation of RNA biosynthetic ...,134,6,0.59,1e-05,7e-04
GO:0051253,negative regulation of RNA metabolic pro...,138,6,0.61,1.2e-05,8e-04
GO:0018130,heterocycle biosynthetic process,586,10,2.59,1.4e-05,9e-04
GO:0009057,macromolecule catabolic process,83,5,0.37,1.7e-05,0.001
GO:1901362,organic cyclic compound biosynthetic pro...,601,10,2.65,1.8e-05,0.0011
GO:0045934,negative regulation of nucleobase-contai...,148,6,0.65,1.9e-05,0.0011
GO:0010467,gene expression,617,10,2.72,2.3e-05,0.0013
