GO.ID,Term,Annotated,Significant,Expected,Classic,p.adj
GO:0006865,amino acid transport,88,4,0.45,0.00079,1
GO:0002097,tRNA wobble base modification,15,2,0.08,0.00245,1
GO:0046942,carboxylic acid transport,138,4,0.7,0.0042,1
GO:0015849,organic acid transport,139,4,0.71,0.00431,1
GO:0002100,tRNA wobble adenosine to inosine editing,1,1,0.01,0.00509,1
GO:0006382,adenosine to inosine editing,1,1,0.01,0.00509,1
GO:0016553,base conversion or substitution editing,1,1,0.01,0.00509,1
GO:0015711,organic anion transport,155,4,0.79,0.00638,1
GO:0042968,homoserine transport,2,1,0.01,0.01016,1
GO:0015804,neutral amino acid transport,32,2,0.16,0.01099,1
GO:0006400,tRNA modification,37,2,0.19,0.01454,1
GO:0055085,transmembrane transport,594,7,3.02,0.01859,1
GO:1900232,negative regulation of single-species bi...,4,1,0.02,0.02022,1
GO:0015826,threonine transport,5,1,0.03,0.02522,1
GO:0036386,bacterial nucleoid packaging,5,1,0.03,0.02522,1
GO:1900191,negative regulation of single-species bi...,5,1,0.03,0.02522,1
GO:0008033,tRNA processing,50,2,0.25,0.02575,1
GO:0015820,leucine transport,6,1,0.03,0.03019,1
GO:0035999,tetrahydrofolate interconversion,6,1,0.03,0.03019,1
GO:1900231,regulation of single-species biofilm for...,6,1,0.03,0.03019,1
GO:0009451,RNA modification,56,2,0.29,0.03181,1
GO:0043243,positive regulation of protein-containin...,7,1,0.04,0.03514,1
GO:0060566,positive regulation of termination of DN...,7,1,0.04,0.03514,1
GO:0006810,transport,674,7,3.43,0.03605,1
GO:0051234,establishment of localization,681,7,3.47,0.038,1
GO:0051179,localization,685,7,3.49,0.03915,1
GO:0071705,nitrogen compound transport,268,4,1.36,0.0409,1
GO:0003333,amino acid transmembrane transport,67,2,0.34,0.04422,1
GO:0015801,aromatic amino acid transport,9,1,0.05,0.04496,1
GO:0022611,dormancy process,9,1,0.05,0.04496,1
GO:0034470,ncRNA processing,71,2,0.36,0.04912,1
GO:0006399,tRNA metabolic process,75,2,0.38,0.05422,1
GO:0051301,cell division,75,2,0.38,0.05422,1
GO:0009396,folic acid-containing compound biosynthe...,11,1,0.06,0.05469,1
GO:0015803,branched-chain amino acid transport,11,1,0.06,0.05469,1
GO:0006396,RNA processing,79,2,0.4,0.0595,1
GO:0007049,cell cycle,79,2,0.4,0.0595,1
GO:0042559,pteridine-containing compound biosynthet...,13,1,0.07,0.06433,1
GO:0044011,single-species biofilm formation on inan...,14,1,0.07,0.06912,1
GO:0006730,one-carbon metabolic process,15,1,0.08,0.07388,1
GO:0051130,positive regulation of cellular componen...,15,1,0.08,0.07388,1
GO:1900190,regulation of single-species biofilm for...,15,1,0.08,0.07388,1
GO:0036460,cellular response to cell envelope stres...,16,1,0.08,0.07862,1
GO:0046653,tetrahydrofolate metabolic process,16,1,0.08,0.07862,1
GO:1903825,organic acid transmembrane transport,93,2,0.47,0.07931,1
GO:1905039,carboxylic acid transmembrane transport,93,2,0.47,0.07931,1
GO:0034660,ncRNA metabolic process,100,2,0.51,0.08992,1
GO:0006760,folic acid-containing compound metabolic...,19,1,0.1,0.0927,1
GO:0042558,pteridine-containing compound metabolic ...,20,1,0.1,0.09735,1
GO:0042398,cellular modified amino acid biosyntheti...,21,1,0.11,0.10198,1
